params,params,params,params,values,values,values,values,user_attrs
discriminator_steps,epochs,lr,weight_decay,JSD,PCD,PS,WD,file_path
3,1350,4.28844383803202e-05,1.5250760307744601e-06,0.11065220451940985,2.0979353886414356,0.03804015399215977,0.03479491925765028,../../models/hcvdata/CTGAN/49bde3c2351fb92e1d3b747c7e4c49ea7fc353b5e427d2f6b58111f35acdf5c0.pth
2,1670,0.0005174048729080607,3.579182437879944e-07,0.1357682747384315,1.608095178241079,0.04537862825591669,0.03153131362750099,../../models/hcvdata/CTGAN/8336eae942b28be2b6891f40aa483c3b88ea1db39837f07cc72a9cc6098096eb.pth
5,810,0.002829863630038359,1.5495196538226968e-07,0.11371103167101476,1.6337199336116868,0.042136611040574146,0.03453384985098858,../../models/hcvdata/CTGAN/2ccf13f9d2e2674b28390ee4956ec00710f3dcd0e8aeecdd49f8b1da30e4f870.pth
4,1870,0.001281856971656417,3.065466389468038e-07,0.10544044696941385,1.679622223355467,0.024040614807534208,0.024227325991623135,../../models/hcvdata/CTGAN/4d8d7dc7678737dddbeef59e6322574f352a266263bab3be94213801ab501e75.pth
3,1950,0.0014460182220449227,6.257743185154017e-05,0.10652900493316335,1.4397642990058257,0.039100537731109615,0.028546175833654295,../../models/hcvdata/CTGAN/78e8cd14bb1e91324646452813f5fae49b9c17c8c5d55570bf86b13663a30ef4.pth
1,1870,0.001281856971656417,1.0602315424447549e-06,0.0996902169680264,1.702260907209063,0.05675748576582521,0.024232110253459893,../../models/hcvdata/CTGAN/a70538ac5fa9aac71ac0f7c4c315c7b82d9a4e139fa79f2fc800b762517523b3.pth
2,1180,0.0017337396183780076,0.0002973541886375685,0.10649271631666382,1.5554320877230121,0.034104272824399165,0.031759605876888204,../../models/hcvdata/CTGAN/bdad906e009f8358747d2f7efae8d75f10016ac428fbca528ea5b23d84529f1b.pth
5,1800,0.00012161662663505772,2.865387190195317e-05,0.10820714298155915,1.3441016021582253,0.04848583259165154,0.026810874300437507,../../models/hcvdata/CTGAN/e02a746dc5546bca65f5cd4aceae37159ca73bc89e74194b6853d16feb5584e5.pth
5,1950,0.003968713462661026,1.2001584632410086e-06,0.09792143086963208,1.7995835041984019,0.02203082480550137,0.042818865240932015,../../models/hcvdata/CTGAN/3d40068b2b627550ca8fe331deb57ef699957845be63672551f37293ecac3ebd.pth
4,1710,0.00011470431931913337,1.558791902391411e-05,0.10775587301701688,1.4665883715038905,0.04531540387672667,0.029939988112763608,../../models/hcvdata/CTGAN/a7f676696c75825d324fddc5770ff11ace67a5e4f30ba1e8f03a9331a7a1fe1b.pth
3,1870,0.001281856971656417,5.9138679581317656e-06,0.10255042879556717,1.6419447084154184,0.027416939788316098,0.020490740720954553,../../models/hcvdata/CTGAN/a0e448ab87351f1a66ad34acd17ef8b19d518e28201b7c5acecc11523e30eb3c.pth
4,1800,0.003968713462661026,1.5250760307744601e-06,0.10876794336171428,1.758532555848772,0.026219562039108083,0.041372748599934964,../../models/hcvdata/CTGAN/20bac1beac26d7e9b59a50dcdd11cebbb63f43480d2a1b5ee3edb26d7df7907e.pth
3,590,0.003968713462661026,0.00014036587824401559,0.10785247394455046,1.9137547490003095,0.03304335571714809,0.04035824997612308,../../models/hcvdata/CTGAN/dda0077e7a67c909c315a57bcfc7d998f71f6b59d164c35cf0c68f7cad9229ab.pth
4,1180,2.5767901137673934e-05,1.2001584632410086e-06,0.1148835422434844,2.105073064446914,0.03057485668609553,0.028401524807634596,../../models/hcvdata/CTGAN/f4757d5fe5ccaab938aaa3173fabb71951bae31ed5ee3731dc3dc4bc03d85a74.pth
3,1390,4.861272143230389e-05,3.579182437879944e-07,0.10820932220325986,2.0118385103723444,0.032890228004426286,0.032747309039255115,../../models/hcvdata/CTGAN/ed48a49c75e6b232a6f83e9603dab195eec4b08e73984218721d43baea472a9d.pth
4,880,0.007837650943215984,6.707716169780411e-05,0.1060323954302979,2.1673514597998382,0.028961917357612613,0.07408560776320097,../../models/hcvdata/CTGAN/b1a0749bc21bbdb86bf6f912bf1ecfcf8e84c4b4b331588285b1b9c786fe0790.pth
4,580,0.0005884284274185078,2.816610357575774e-06,0.1090235244007534,1.700256801375651,0.08207020962005536,0.03467570511861733,../../models/hcvdata/CTGAN/0e34efe99a2654cadc28652d3b463eb68093cff0634685be9bd64945f1e8fdce.pth
3,1950,0.0014460182220449227,3.0372158203976435e-05,0.10617589135284991,1.2605055918150243,0.028600642336204983,0.029697695156632863,../../models/hcvdata/CTGAN/8f909398f27fb477c18f4de449526dd20f6847711823994ec0fdee9802dcfaad.pth
2,1900,0.00019806159044981786,4.134653232070555e-06,0.10877270886757076,1.4477056744982872,0.08071185802800722,0.0338582424682466,../../models/hcvdata/CTGAN/95b8b71a3fe6e31c0e079a8969f1b4ee0e2684f4ba0ebd80056822d75e0ad323.pth
3,720,1.4594476582689546e-05,0.00010583366586181484,0.1003933439361212,2.1248045904379955,0.03271477524381387,0.024521120756471768,../../models/hcvdata/CTGAN/59285433f532ab47b85f9398a3a51c140b121f282df41ae1fa8c4a1325c5ea37.pth
4,1650,0.00019806159044981786,5.437153428928007e-06,0.10587909116012527,1.0750486745144576,0.047964093733959746,0.026287944266838916,../../models/hcvdata/CTGAN/79afd69e6151c290fa0609372c9baa7ee66e87ce1333b8562a7db00d89cbc20f.pth
1,1950,0.0014460182220449227,4.079443150202656e-05,0.12388394750053859,1.6657773073214779,0.05198575772937627,0.025763916007639408,../../models/hcvdata/CTGAN/ebfd0999f4e49ec8e89906e322907e011a35880047bac5f2e57c886c3c4cef35.pth
2,1140,2.839295005710496e-05,2.816610357575774e-06,0.10816615931657483,2.1386877264170905,0.03765155388629549,0.02829780491903482,../../models/hcvdata/CTGAN/ee8073581c9f4943934bc03432675ac74e8a3c5dc8697512e2ff21ac4d0ac625.pth
3,590,0.00019806159044981786,1.1108079269933879e-07,0.11115816061655655,1.9400271381716694,0.0536325637762515,0.04725663919104128,../../models/hcvdata/CTGAN/265f1f2bded77cccb17774f811801b35e05308015b6ac55a206037157ec8232d.pth
1,2000,0.00362840503547672,9.376469413486654e-07,0.09166565908597875,1.751609335474866,0.024235688651946197,0.04074623359172218,../../models/hcvdata/CTGAN/22b2c66df58218fc6ef8d1cea1d250fb6b22cfac2cab66a68806f3c94a737eca.pth
5,370,1.6442094717654373e-05,0.0001185661896593186,0.10085604857532916,1.9940923423610248,0.024961719228862252,0.030999329459227717,../../models/hcvdata/CTGAN/b6579037637b17c86a63fa8aabffe1ed67d9fc8fa3d897f3fe652b2547a5eec0.pth
1,1050,0.00800593064551969,1.304591073293801e-05,0.10467993139471338,1.9421549166734275,0.02622982200102366,0.06319498368916236,../../models/hcvdata/CTGAN/84487f6d2f5ff487ed49368af81a5323775c25add3d75b9c47f3ffe48a1c7a8d.pth
1,1350,0.003968713462661026,1.5250760307744601e-06,0.124430417147962,1.6835072247462024,0.031971051880625434,0.04276941730104066,../../models/hcvdata/CTGAN/aa4641d8c296d1fbbf6c9c04c64fcb50d5d6c89b1c6244ae96f8366fe30718af.pth
1,890,0.0048169908499362596,4.0845877990954785e-06,0.10106942296679962,2.000562640525998,0.028967216787364143,0.04198921544128665,../../models/hcvdata/CTGAN/f7df9d7a173d0638a120756ee93ba16ad600b64c4ccc8d1c564cd10258cc0c09.pth
2,430,1.859162641752573e-05,2.3419599700518292e-07,0.0874664602092036,2.143825017365122,0.029104213078397,0.02832623758757483,../../models/hcvdata/CTGAN/ec249e28ddb29ed8094203d899d7b78a9a21dbbf9a982fca46242644b21f9e0e.pth
3,1170,0.0007770294667215705,4.7667421024447385e-05,0.09640820593365748,1.377638792001726,0.08695946020131565,0.03457547454304728,../../models/hcvdata/CTGAN/f9449aee62d5839056f18a5943947502200d51713e643562d976d25ed65a324f.pth
3,1350,0.0007770294667215705,3.2877492172719116e-06,0.10714805632357527,1.727885040649799,0.10114440400111355,0.04678384994256854,../../models/hcvdata/CTGAN/93d0442822dee93ee4a543d556227facfef06168032ea23448c987b7b9aa315f.pth
3,1250,0.00016683538245773405,3.896387308152566e-05,0.10728669199916328,1.3215489545566133,0.0484730874436466,0.025941548071695467,../../models/hcvdata/CTGAN/c97a26c2b21a5480dc0662d5ecdbfa92b76cccc28f363454c1879f83c71a3c4f.pth
3,1180,0.0017337396183780076,2.292594775662668e-07,0.0998252292815924,1.609767848724985,0.03772299586819279,0.029906734566900243,../../models/hcvdata/CTGAN/4417461e5454d5a737b223b7234aa287fddb702935379427cd58f073df079bb8.pth
4,790,0.00118658025744037,1.558791902391411e-05,0.10859736247429641,2.1181630290567326,0.05856170908928304,0.033924884430716055,../../models/hcvdata/CTGAN/9e593c57ba8b90a6f9b2c96843975788d386364f5100e1dd050b113618b9fd60.pth
5,1670,0.003968713462661026,2.816610357575774e-06,0.10560172728518169,1.565440474174355,0.02107181366950517,0.04266921336939253,../../models/hcvdata/CTGAN/28640285d1c104117d910704e0b3e0b5d2355fbb0e547bd3382643e01bed4fc2.pth
5,1170,0.0007770294667215705,1.2001584632410086e-06,0.11230320768698386,1.543839658432597,0.08726821645881427,0.03809759643058901,../../models/hcvdata/CTGAN/f65546a82dabe410a02a0cf3d6447d2ffbfdbdabab6f4313e3eada641f3e5727.pth
4,1760,1.5145058364710429e-05,1.1505668820054587e-06,0.11294789981749909,2.2351293176417704,0.03211678389655625,0.02672912172775235,../../models/hcvdata/CTGAN/51e68c1557c1170f1b1c1f2f4b4a1f1bc650d1af36c27fd2a2fdf7f2089ee9b1.pth
4,1140,2.6188672670788995e-05,1.558791902391411e-05,0.11110500597759039,2.2383963187535683,0.035346153600873384,0.030575491998971804,../../models/hcvdata/CTGAN/fc391b1029ceacd8ac92be4cfce5e1715ff8a2e636ff37bd6052cb8e78a191aa.pth
